LSPMJ0001+0659,00011579+0659355,tel04,786,63
LSPMJ0002+0115,00020623+0115360,tel03,741,62
LSPMJ0007+6022,00074264+6022543,tel01,38,3
LSPMJ0008+4918,00085512+4918561,tel01,1,1
LSPMJ0011+5908,00113182+5908400,tel01,1016,85
LSPMJ0013+8039W,00133880+8039569,tel02,9,1
LSPMJ0013+8039E,00134305+8039494,tel02,9,1
LSPMJ0015+4344,00151880+4344347,tel05,1234,91
LSPMJ0015+1333,00154919+1333218,tel07,886,66
LSPMJ0016+1951W,00161455+1951385,tel07,935,73
LSPMJ0016+1951E,00161607+1951515,tel07,935,73
LSPMJ0016+2003,00165678+2003551,tel07,935,73
LSPMJ0018+4401W,00182256+4401222,tel02,1528,78
LSPMJ0018+4401E,00182549+4401376,tel02,1528,78
LSPMJ0018+2748,00185352+2748499,tel07,936,79
LSPMJ0020+3305,00202922+3305081,tel01,842,61
LSPMJ0021+1843,00211645+1843558,tel04,922,75
LSPMJ0023+7711W,00232865+7711217,tel02,234,17
LSPMJ0023+7711E,00233165+7711267,tel02,234,17
LSPMJ0024+2626,00240376+2626299,tel07,851,74
LSPMJ0024+3002,00243478+3002295,tel05,1062,80
LSPMJ0025+5422,00251602+5422547,tel04,1378,95
LSPMJ0025+2253,00252063+2253121,tel07,951,68
LSPMJ0026+3947,00260258+3947235,tel05,1132,85
LSPMJ0026+4626,00261337+4626537,tel07,1064,86
LSPMJ0026+1459,00263162+1459223,tel05,900,58
LSPMJ0027+4941,00270673+4941531,tel07,1342,99
LSPMJ0027+2219,00275592+2219328,tel04,642,38
LSPMJ0028+5022,00285391+5022330,tel05,1466,94
LSPMJ0030+2015,00300277+2015320,tel05,979,69
LSPMJ0030+7742,00304867+7742338,tel01,38,20
LSPMJ0031+0009,00312156+0009294,tel06,801,62
LSPMJ0031+7614,00313082+7614583,tel07,1665,109
LSPMJ0032+5429,00321574+5429027,tel04,1316,96
LSPMJ0033+1448,00332236+1448063,tel06,955,67
LSPMJ0034+7111E,00343773+7111418,tel04,1415,99
LSPMJ0034+4050,00343787+4050022,tel05,1218,86
LSPMJ0035+5953,00350487+5953079,tel04,1348,95
LSPMJ0035+5241S,00355322+5241123,tel07,1323,94
LSPMJ0035+5241N,00355358+5241368,tel07,1323,94
LSPMJ0035+1028E,00355557+1028352,tel03,860,70
LSPMJ0038+6150,00382766+6150062,tel06,1576,93
LSPMJ0039+5508,00391896+5508132,tel07,1361,95
LSPMJ0039+1454S,00393349+1454188,tel03,859,65
LSPMJ0039+1454N,00393374+1454348,tel03,859,65
LSPMJ0040+3122,00405623+3122565,tel03,1100,82
LSPMJ0041+1341,00415543+1341162,tel06,825,53
LSPMJ0042+3429,00422193+3429220,tel03,1040,76
LSPMJ0043+2826,00433558+2826414,tel06,1090,70
LSPMJ0043+4616,00434891+4616210,tel06,1275,85
LSPMJ0044+5417,00441813+5417351,tel03,1463,97
LSPMJ0044+0907,00442070+0907345,tel03,387,22
LSPMJ0044+6757,00443876+6757295,tel06,1559,95
LSPMJ0045+5703,00452643+5703212,tel03,467,31
LSPMJ0045+3347,00455663+3347109,tel01,844,59
LSPMJ0046+3636,00463565+3636397,tel08,1060,30
LSPMJ0046+4851,00464157+4851420,tel08,655,89
LSPMJ0048+6024,00482467+6024305,tel06,1490,43
LSPMJ0048+3551,00485071+3551220,tel08,452,45
LSPMJ0049+6205,00490869+6205128,tel08,691,63
LSPMJ0050+2449N,00503319+2449009,tel02,7,3
LSPMJ0051+5839,00511344+5839530,tel05,206,7
LSPMJ0051+4531,00512409+4531308,tel08,1918,106
LSPMJ0051+6715,00512872+6715553,tel06,37,1
LSPMJ0054+2731,00544803+2731035,tel08,135,9
LSPMJ0054+1744,00545356+1744574,tel06,1121,70
LSPMJ0055+1439,00550514+1439045,tel05,316,22
LSPMJ0055+4511,00551459+4511019,tel08,11,3
LSPMJ0055+3533,00554159+3533401,tel03,2,1
LSPMJ0056+1727,00563841+1727347,tel03,68,6
LSPMJ0059+4102,00590734+4102232,tel06,1,1
LSPMJ0101+2915,01010685+2915330,tel03,6,2
LSPMJ0102+4102,01022627+4102098,tel03,955,77
LSPMJ0102+4101,01022695+4101442,tel03,955,77
LSPMJ0102+6858,01023797+6858251,tel06,116,5
LSPMJ0102+6220,01023895+6220422,tel07,207,10
LSPMJ0102+5304,01025869+5304080,tel08,2,2
LSPMJ0103+1556,01031311+1556178,tel03,8,2
LSPMJ0103+3140,01031395+3140598,tel06,27,1
LSPMJ0103+7113,01031442+7113127,tel08,1105,22
LSPMJ0103+6221,01031971+6221557,tel07,206,10
LSPMJ0104+3259,01040745+3259108,tel05,10,4
LSPMJ0105+2829,01053732+2829339,tel01,760,49
LSPMJ0106+3017,01063072+3017112,tel06,9,3
LSPMJ0106+8027,01065474+8027344,tel02,433,45
LSPMJ0111+1648,01112349+1648308,tel07,4,2
LSPMJ0111+1526,01112542+1526214,tel01,696,41
LSPMJ0111+0455,01115562+0455048,tel06,1246,32
LSPMJ0111+0454,01115799+0454120,tel06,1246,32
LSPMJ0112+1502,01120002+1502170,tel04,705,52
LSPMJ0113+5118,01131873+5118518,tel05,4,1
LSPMJ0115+4702S,01155017+4702023,tel04,35,7
LSPMJ0117+6459,01174255+6459047,tel05,213,11
LSPMJ0119+5951,01191709+5951220,tel08,3,1
LSPMJ0119+5450,01192628+5450382,tel05,9,5
LSPMJ0119+8409,01195227+8409327,tel02,945,99
LSPMJ0121+4647,01212386+4647373,tel08,3,1
LSPMJ0122+8854,01223043+8854309,tel05,154,4
LSPMJ0122+0032S,01224500+0032042,tel08,27,2
LSPMJ0123+3559,01230222+3559414,tel08,87,11
LSPMJ0124+6819,01242326+6819312,tel03,7,3
LSPMJ0126+3005,01261945+3005201,tel06,2,2
LSPMJ0128+5211,01282259+5211510,tel05,1,1
LSPMJ0128+8656,01285815+8656176,tel01,1526,134
LSPMJ0130+0236,01304311+0236369,tel06,989,62
LSPMJ0132+2904E,01325459+2904559,tel07,3,1
LSPMJ0134+6459,01341139+6459360,tel08,8,3
LSPMJ0135+4138,01355978+4138116,tel06,4,2
LSPMJ0137+4216,01370716+4216122,tel04,16,7
LSPMJ0137+3823,01374851+3823318,tel08,3,1
LSPMJ0140+3147,01401649+3147306,tel01,5,2
LSPMJ0141+3016,01411566+3016111,tel04,8,5
LSPMJ0143+0014,01435333+0014323,tel06,809,54
LSPMJ0144+1620,01445851+1620396,tel05,16,4
LSPMJ0149+2512,01490157+2512180,tel07,1,1
LSPMJ0151+2123,01512417+2123399,tel07,3,1
LSPMJ0153+1248,01530998+1248057,tel05,3,1
LSPMJ0153+7330,01532600+7330177,tel03,239,14
LSPMJ0153+7329,01532823+7329424,tel03,239,14
LSPMJ0153+0147,01533076+0147559,tel05,280,21
LSPMJ0153+4427,01534955+4427284,tel05,480,38
LSPMJ0155+3758,01550230+3758027,tel06,73,15
LSPMJ0158+4049,01584517+4049445,tel08,1185,73
LSPMJ0200+1303,02001278+1303112,tel02,1298,63
LSPMJ0202+1020,02021620+1020136,tel05,343,26
LSPMJ0202+1334,02024428+1334335,tel03,1938,36
LSPMJ0205+7240,02053360+7240277,tel03,1,1
LSPMJ0210+6809,02102286+6809317,tel04,7,2
LSPMJ0210+4642,02103543+4642060,tel05,4,3
LSPMJ0211+0803,02113830+0803506,tel05,325,24
LSPMJ0211+3221,02115966+3221471,tel07,1,1
LSPMJ0212+5006,02123221+5006336,tel08,32,6
LSPMJ0212+1032,02124635+1032546,tel04,743,53
LSPMJ0212+0000,02125458+0000167,tel07,51,5
LSPMJ0213+6354,02133518+6354405,tel02,514,48
LSPMJ0215+1015,02155612+1015174,tel07,624,39
LSPMJ0216+1335,02162977+1335136,tel05,203,20
LSPMJ0217+3526,02170993+3526330,tel08,1201,67
LSPMJ0219+5919,02195603+5919273,tel02,1,1
LSPMJ0222+4542,02221455+4542011,tel03,99,7
LSPMJ0222+0124,02221890+0124584,tel03,537,42
LSPMJ0225+6229,02252626+6229583,tel02,1,1
LSPMJ0225+3732,02253841+3732339,tel07,2,1
LSPMJ0227+5432,02271705+5432479,tel06,54,8
LSPMJ0227+1935,02273126+1935260,tel08,1019,61
LSPMJ0227+4710,02273726+4710045,tel08,6,1
LSPMJ0228+0310,02280987+0310575,tel04,693,53
LSPMJ0230+1648,02302486+1648262,tel07,667,41
LSPMJ0231+5245,02310452+5245245,tel03,2,1
LSPMJ0231+5722,02312765+5722432,tel01,221,13
LSPMJ0233+2455,02333717+2455392,tel02,111,15
LSPMJ0236+2240,02364412+2240265,tel08,1138,62
LSPMJ0245+4456E,02453963+4456557,tel08,9,6
LSPMJ0245+4457,02454119+4457030,tel08,9,6
LSPMJ0246+1625,02463486+1625115,tel03,648,45
LSPMJ0248+2704N,02480974+2704257,tel06,891,43
LSPMJ0248+4143,02484336+4143324,tel06,8,2
LSPMJ0251+2929,02514973+2929131,tel01,3,3
LSPMJ0253+1652,02530084+1652532,tel01,514,37
LSPMJ0253+1724,02532611+1724324,tel08,41,3
LSPMJ0254+6427,02541919+6427401,tel04,49,24
LSPMJ0254+3426,02544773+3426426,tel03,2,1
LSPMJ0255+2652W,02553573+2652208,tel07,5,2
LSPMJ0259+3855,02594633+3855363,tel08,1257,71
LSPMJ0300+6251,03000272+6251582,tel08,3,1
LSPMJ0303+7233,03031233+7233560,tel02,1470,101
LSPMJ0304+0045,03040207+0045512,tel04,720,57
LSPMJ0306+1448,03061700+1448413,tel01,156,8
LSPMJ0307+2457,03074682+2457555,tel01,780,42
LSPMJ0309+1001,03090015+1001257,tel03,725,54
LSPMJ0309+0031,03090467+0031126,tel04,8,1
LSPMJ0310+0234,03100340+0234269,tel04,861,65
LSPMJ0310+2540,03103891+2540535,tel02,104,5
LSPMJ0310+7346,03105861+7346189,tel02,648,54
LSPMJ0313+0446,03132299+0446293,tel03,1068,77
LSPMJ0314+2840,03141241+2840411,tel07,6,1
LSPMJ0317+6403S,03172728+6403060,tel03,3,1
LSPMJ0318+4240,03180701+4240091,tel02,933,71
LSPMJ0319+6156,03192872+6156045,tel03,140,22
LSPMJ0320+1854,03205965+1854233,tel05,385,32
LSPMJ0322+0256,03220410+0256346,tel02,322,30
LSPMJ0322+7047,03220945+7047486,tel03,92,4
LSPMJ0323+4200,03230175+4200269,tel07,854,52
LSPMJ0325+1300,03251116+1300334,tel08,855,44
LSPMJ0326+5908W,03263098+5908539,tel03,1088,64
LSPMJ0326+7108,03264491+7108292,tel03,4,1
LSPMJ0326+1914,03264495+1914402,tel07,741,49
LSPMJ0328+2629,03284958+2629122,tel02,409,32
LSPMJ0330+5413,03304890+5413551,tel06,42,16
LSPMJ0330+7041,03305473+7041145,tel02,14,4
LSPMJ0333+0608,03335132+0608424,tel03,719,57
LSPMJ0336+3118,03360868+3118398,tel06,1173,74
LSPMJ0336+0329,03364083+0329194,tel02,149,14
LSPMJ0337+6910,03371407+6910498,tel01,2157,110
LSPMJ0339+5632,03391532+5632058,tel06,1460,85
LSPMJ0339+2458,03392972+2458028,tel01,795,62
LSPMJ0339+2457,03395284+2457273,tel01,795,62
LSPMJ0341+2743,03410645+2743363,tel03,6,1
LSPMJ0342+1231,03422933+1231368,tel08,3,1
LSPMJ0342+1216,03423180+1216225,tel08,3,1
LSPMJ0342+2326,03425325+2326495,tel03,604,40
LSPMJ0344+0741,03442081+0741549,tel06,1001,66
LSPMJ0347+5424,03471888+5424500,tel06,2,1
LSPMJ0347+0841,03472091+0841464,tel02,682,54
LSPMJ0352+1701,03524169+1701056,tel02,525,42
LSPMJ0354+2416,03544620+2416246,tel06,8,1
LSPMJ0357+4107,03571999+4107426,tel01,7,2
LSPMJ0358+1230,03584906+1230241,tel07,734,51
LSPMJ0401+5123,04010755+5123196,tel05,7,2
LSPMJ0405+7116W,04055651+7116385,tel02,153,36
LSPMJ0405+7116E,04055746+7116411,tel02,153,36
LSPMJ0406+7916,04063732+7916012,tel02,172,13
LSPMJ0407+1413W,04074393+1413246,tel04,384,22
LSPMJ0407+1413E,04075479+1413006,tel04,385,22
LSPMJ0408+6910,04082371+6910593,tel02,726,53
LSPMJ0409+0546,04092226+0546268,tel05,383,37
LSPMJ0411+4931,04111311+4931525,tel06,6,2
LSPMJ0412+6443,04121693+6443560,tel02,78,19
LSPMJ0412+1615,04122173+1615033,tel02,9,1
LSPMJ0412+3529,04123491+3529592,tel05,27,8
LSPMJ0414+8215,04140201+8215360,tel01,1190,83
LSPMJ0415+3939,04151193+3939239,tel07,4,1
LSPMJ0416+1310,04164276+1310587,tel06,1042,72
LSPMJ0416+7410,04165128+7410233,tel08,13,2
LSPMJ0417+0849,04171852+0849220,tel07,746,53
LSPMJ0417+4103,04174431+4103137,tel06,5,2
LSPMJ0418+0315E,04185291+0315135,tel05,10,2
LSPMJ0419+0436,04192083+0436503,tel08,15,3
LSPMJ0419+3815,04192539+3815032,tel08,3,1
LSPMJ0419+4233,04195212+4233304,tel06,3,1
LSPMJ0420+8454,04201254+8454062,tel02,966,66
LSPMJ0422+1031,04223199+1031188,tel01,21,6
LSPMJ0422+3900,04223348+3900436,tel08,1315,84
LSPMJ0423+7144,04231392+7144031,tel06,8,1
LSPMJ0424+1505,04240936+1505155,tel03,411,31
LSPMJ0425+3705,04251914+3705083,tel08,16,6
LSPMJ0426+0336,04261992+0336359,tel03,619,51
LSPMJ0427+5935,04274130+5935167,tel07,57,7
LSPMJ0428+0728,04284963+0728355,tel08,4,2
LSPMJ0430+3950,04302527+3951000,tel02,610,49
LSPMJ0431+5858W,04311147+5858375,tel01,2085,95
LSPMJ0432+0006n,04325550+0006345,tel06,6,1
LSPMJ0432+0006N,04325555+0006295,tel06,6,1
LSPMJ0432+0006N,04325555+0006295,tel07,153,14
LSPMJ0432+0006S,04325623+0006158,tel06,6,1
LSPMJ0432+0006S,04325623+0006158,tel07,153,14
LSPMJ0433+2044,04333393+2044461,tel02,508,44
LSPMJ0434+3449,04341592+3449315,tel04,26,3
LSPMJ0434+1906,04343785+1906051,tel04,1114,71
LSPMJ0436+0451,04364910+0451109,tel08,6,4
LSPMJ0438+2813,04381255+2813001,tel06,644,30
LSPMJ0439+1615,04393163+1615447,tel08,1151,76
LSPMJ0440+3126,04402299+3126461,tel04,4,1
LSPMJ0441+3242,04412388+3242227,tel05,6,2
LSPMJ0442+2012,04422656+2012314,tel05,21,4
LSPMJ0443+6448,04434289+6448304,tel06,346,29
LSPMJ0443+1505,04434430+1505565,tel07,809,57
LSPMJ0448+3648,04485783+3648237,tel07,13,5
LSPMJ0449+4828,04492947+4828459,tel01,2,1
LSPMJ0450+2207,04505083+2207224,tel07,884,63
LSPMJ0452+4042,04523448+4042255,tel02,15,1
LSPMJ0501+2237,05011802+2237015,tel01,740,63
LSPMJ0503+2122,05030563+2122362,tel04,3335,76
LSPMJ0503+2123,05031607+2123563,tel04,3335,76
LSPMJ0504+1103,05041476+1103238,tel02,607,55
LSPMJ0505+4648,05053461+4648017,tel04,8,4
